#	mem_id mem_id+ com_id	mem_date	mem_date+	com_date	mem_value	mem_value+	com_value	mem_rowid	mem_rowid+	com_rowid	mem_total	mem_total+	com_total
1	5	3	3.8	274	3	198.6	31	3	22.6	5	3	2.0	316	14	45.9
10	172	3	12.6	1635	3	119.3	300	3	21.9	43	3	1.6	2151	14	31.4
100	2995	3	21.9	16391	3	119.7	2995	3	21.9	428	3	1.6	22811	14	33.3
1000	42778	3	31.3	179786	3	131.3	29942	3	21.9	4303	3	1.6	256810	14	37.5
10000	598868	3	43.8	1924942	3	140.6	299415	3	21.9	81270	3	3.0	2904496	14	42.4	
